,metric,step,run_0,run_1,run_2,run_3,run_4,mean,std
0,rollout/ep_rew_mean,800.0,1976.3365478515625,9871.51953125,30213.259765625,24826.63671875,2614.38427734375,13900.427368164062,12954.549012776786
1,rollout/ep_rew_mean,1600.0,988.1682739257812,5060.759765625,37069.12890625,20150.818359375,1307.192138671875,12915.213488769532,15608.159871911546
2,rollout/ep_rew_mean,2400.0,658.7788696289062,3373.83984375,33654.421875,19367.212890625,871.46142578125,11585.14298095703,14570.583270344301
3,rollout/ep_rew_mean,3200.0,494.0841369628906,2530.3798828125,31847.064453125,19750.41015625,653.5960693359375,11055.106939697265,14144.887748657462
4,rollout/ep_rew_mean,4000.0,395.267333984375,2024.303955078125,29757.65234375,19930.328125,522.8768920898438,10526.085729980468,13539.487538486317
5,rollout/ep_rew_mean,4800.0,329.3894348144531,1686.919921875,26110.54296875,20746.10546875,435.730712890625,9861.737701416016,12540.29556332835
6,rollout/ep_rew_mean,5600.0,282.33380126953125,1445.931396484375,23016.1796875,20739.51953125,373.4834899902344,9171.489581298829,11636.161437422104
7,rollout/ep_rew_mean,6400.0,247.0420684814453,1265.18994140625,20448.533203125,21275.205078125,326.79803466796875,8712.553665161133,11101.8290921014
8,rollout/ep_rew_mean,7200.0,219.59295654296875,1124.61328125,18420.91796875,21347.404296875,290.4871520996094,8280.603131103515,10648.911996489467
9,rollout/ep_rew_mean,8000.0,197.6336669921875,1012.1519775390625,16758.826171875,21470.1640625,261.4384460449219,7940.042864990234,10340.897649544413
10,rollout/ep_rew_mean,8800.0,179.66696166992188,920.13818359375,15244.3876953125,21693.330078125,237.6713104248047,7655.0388458251955,10135.694963516762
11,rollout/ep_rew_mean,9600.0,164.69471740722656,843.4599609375,13974.021484375,21770.970703125,217.8653564453125,7394.202444458007,9958.203994987536
12,rollout/ep_rew_mean,10400.0,152.02589416503906,778.5784301757812,12899.0966796875,21859.7421875,201.1064910888672,7178.109936523438,9839.695783114938
13,rollout/ep_rew_mean,11200.0,141.16690063476562,722.9656982421875,11977.732421875,22009.044921875,186.7417449951172,7007.530337524414,9784.096856129792
14,rollout/ep_rew_mean,12000.0,131.75576782226562,674.7680053710938,11179.2177734375,21991.775390625,174.29229736328125,6830.361846923828,9693.386009367727
15,rollout/ep_rew_mean,12800.0,123.52103424072266,632.594970703125,10480.5166015625,22039.1640625,163.39901733398438,6687.839137268066,9648.473354127984
16,rollout/ep_rew_mean,13600.0,116.25509643554688,595.383544921875,9864.015625,21845.68359375,153.7873077392578,6515.025033569336,9522.297350657287
17,rollout/ep_rew_mean,14400.0,109.79647827148438,562.306640625,9316.0146484375,21843.146484375,145.2435760498047,6395.301565551757,9483.68475879942
18,rollout/ep_rew_mean,15200.0,104.01771545410156,532.7115478515625,8825.6982421875,21767.19140625,137.59918212890625,6273.443618774414,9423.86109567137
19,rollout/ep_rew_mean,16000.0,98.81683349609375,506.07598876953125,8384.4130859375,21605.08203125,130.71922302246094,6145.021432495118,9334.806847651143
20,rollout/ep_rew_mean,16800.0,94.11126708984375,481.9771423339844,7985.1552734375,21523.88671875,124.49449157714844,6041.924978637695,9284.028957836914
21,rollout/ep_rew_mean,17600.0,89.83348083496094,460.069091796875,7622.19384765625,21654.619140625,118.83565521240234,5989.110243225097,9326.132869331585
22,rollout/ep_rew_mean,18400.0,85.92768096923828,440.0660705566406,7290.7939453125,21369.63671875,113.66888427734375,5860.018659973144,9196.900547144283
23,rollout/ep_rew_mean,19200.0,82.34735870361328,421.72998046875,6987.0107421875,21294.859375,108.93267822265625,5778.9760269165035,9158.37101926957
24,rollout/ep_rew_mean,20000.0,79.053466796875,404.86077880859375,6707.5302734375,21331.06640625,104.57537078857422,5725.417259216309,9169.029939765624
25,rollout/ep_rew_mean,20800.0,0.0,10.0,5499.0,21340.0,0.0,5369.8,9239.330884863904
26,rollout/ep_rew_mean,21600.0,0.0,0.0,3742.0,21617.0,0.0,5071.8,9389.907837673381
27,rollout/ep_rew_mean,22400.0,0.0,0.0,2669.0,21710.0,0.0,4875.8,9481.304403930928
28,rollout/ep_rew_mean,23200.0,0.0,0.0,1612.0,21595.0,0.0,4641.4,9503.020561905567
29,rollout/ep_rew_mean,24000.0,0.0,0.0,756.0,21462.0,0.0,4443.6,9519.205260944846
30,rollout/ep_rew_mean,24800.0,0.0,0.0,441.0,21559.0,0.0,4400.0,9594.073196510437
31,rollout/ep_rew_mean,25600.0,0.0,0.0,263.0,21430.0,0.0,4338.6,9555.06173711086
32,rollout/ep_rew_mean,26400.0,0.0,0.0,164.0,21448.0,0.0,4322.4,9573.764818502697
33,rollout/ep_rew_mean,27200.0,0.0,0.0,76.0,21573.0,0.0,4329.8,9639.298013859723
34,rollout/ep_rew_mean,28000.0,0.0,0.0,4.0,21625.0,0.0,4325.8,9670.546944201244
35,rollout/ep_rew_mean,28800.0,0.0,0.0,0.0,21613.0,0.0,4322.6,9665.62743954059
36,rollout/ep_rew_mean,29600.0,0.0,0.0,0.0,21494.0,0.0,4298.8,9612.409021676096
37,rollout/ep_rew_mean,30400.0,0.0,0.0,0.0,21303.0,0.0,4260.6,9526.991224935604
38,rollout/ep_rew_mean,31200.0,0.0,0.0,0.0,21319.0,0.0,4263.8,9534.146642463604
39,rollout/ep_rew_mean,32000.0,0.0,0.0,0.0,21529.0,0.0,4305.8,9628.061497518594
40,rollout/ep_rew_mean,32800.0,0.0,0.0,0.0,21563.0,0.0,4312.6,9643.266759765595
41,rollout/ep_rew_mean,33600.0,0.0,0.0,0.0,21559.0,0.0,4311.8,9641.477905383594
42,rollout/ep_rew_mean,34400.0,0.0,0.0,0.0,21681.0,0.0,4336.2,9696.037964034587
43,rollout/ep_rew_mean,35200.0,0.0,0.0,0.0,21974.0,0.0,4394.8,9827.071547516076
44,rollout/ep_rew_mean,36000.0,0.0,0.0,0.0,22206.0,0.0,4441.2,9930.825101672066
45,rollout/ep_rew_mean,36800.0,0.0,0.0,0.0,22138.0,0.0,4427.6,9900.41457717807
46,rollout/ep_rew_mean,37600.0,0.0,0.0,0.0,22070.0,0.0,4414.0,9870.004052684071
47,rollout/ep_rew_mean,38400.0,0.0,0.0,0.0,22344.0,0.0,4468.8,9992.540577851061
48,rollout/ep_rew_mean,39200.0,0.0,0.0,0.0,22306.0,0.0,4461.2,9975.54646122206
49,rollout/ep_rew_mean,40000.0,0.0,0.0,0.0,22269.0,0.0,4453.8,9958.999558188563
50,rollout/ep_rew_mean,40800.0,0.0,0.0,0.0,22238.0,0.0,4447.6,9945.135936728066
51,rollout/ep_rew_mean,41600.0,0.0,0.0,0.0,22374.0,0.0,4474.8,10005.95698571606
52,rollout/ep_rew_mean,42400.0,0.0,0.0,0.0,22532.0,0.0,4506.4,10076.61673380505
53,rollout/ep_rew_mean,43200.0,0.0,0.0,0.0,22828.0,0.0,4565.6,10208.99195807304
54,rollout/ep_rew_mean,44000.0,0.0,0.0,0.0,23179.0,0.0,4635.8,10365.963930093525
55,rollout/ep_rew_mean,44800.0,0.0,0.0,0.0,23007.0,0.0,4601.4,10289.043191667532
56,rollout/ep_rew_mean,45600.0,0.0,0.0,0.0,23198.0,0.0,4639.6,10374.460988408026
57,rollout/ep_rew_mean,46400.0,0.0,0.0,0.0,23133.0,0.0,4626.6,10345.392104700528
58,rollout/ep_rew_mean,47200.0,0.0,0.0,0.0,23009.0,0.0,4601.8,10289.937618858534
59,rollout/ep_rew_mean,48000.0,0.0,0.0,0.0,22804.0,0.0,4560.8,10198.25883178104
60,rollout/ep_rew_mean,48800.0,0.0,0.0,0.0,22644.0,0.0,4528.8,10126.704656501048
61,rollout/ep_rew_mean,49600.0,0.0,0.0,0.0,22807.0,0.0,4561.4,10199.60047256754
62,rollout/ep_rew_mean,50400.0,0.0,0.0,0.0,23040.0,0.0,4608.0,10303.801240319031
63,rollout/ep_rew_mean,51200.0,0.0,0.0,0.0,22999.0,0.0,4599.8,10285.465482903533
64,rollout/ep_rew_mean,52000.0,0.0,0.0,0.0,22753.0,0.0,4550.6,10175.450938410544
65,rollout/ep_rew_mean,52800.0,0.0,0.0,0.0,22572.0,0.0,4514.4,10094.50527762505
66,rollout/ep_rew_mean,53600.0,0.0,0.0,0.0,22682.0,0.0,4536.4,10143.698773130045
67,rollout/ep_rew_mean,54400.0,0.0,0.0,0.0,22751.0,0.0,4550.2,10174.556511219544
68,rollout/ep_rew_mean,55200.0,0.0,0.0,0.0,22745.0,0.0,4549.0,10171.873229646544
69,rollout/ep_rew_mean,56000.0,0.0,0.0,0.0,22694.0,0.0,4538.8,10149.065336276046
70,rollout/ep_rew_mean,56800.0,0.0,0.0,0.0,22742.0,0.0,4548.4,10170.531588860043
71,rollout/ep_rew_mean,57600.0,0.0,0.0,0.0,22555.0,0.0,4511.0,10086.902646501552
72,rollout/ep_rew_mean,58400.0,0.0,0.0,0.0,22414.0,0.0,4482.8,10023.845529536056
73,rollout/ep_rew_mean,59200.0,0.0,0.0,0.0,22548.0,0.0,4509.6,10083.772151333053
74,rollout/ep_rew_mean,60000.0,0.0,0.0,0.0,22289.0,0.0,4457.8,9967.943830098562
75,rollout/ep_rew_mean,60800.0,0.0,0.0,0.0,22161.0,0.0,4432.2,9910.700489874567
76,rollout/ep_rew_mean,61600.0,0.0,0.0,0.0,22048.0,0.0,4409.6,9860.165353583074
77,rollout/ep_rew_mean,62400.0,0.0,0.0,0.0,22009.0,0.0,4401.8,9842.724023358574
78,rollout/ep_rew_mean,63200.0,0.0,0.0,0.0,21924.0,0.0,4384.8,9804.710867741078
79,rollout/ep_rew_mean,64000.0,0.0,0.0,0.0,21929.0,0.0,4385.8,9806.946935718577
80,rollout/ep_rew_mean,64800.0,0.0,0.0,0.0,21775.0,0.0,4355.0,9738.076042011584
81,rollout/ep_rew_mean,65600.0,0.0,0.0,0.0,21586.0,0.0,4317.2,9653.552672462092
82,rollout/ep_rew_mean,66400.0,0.0,0.0,0.0,21532.0,0.0,4306.4,9629.403138305093
83,rollout/ep_rew_mean,67200.0,0.0,0.0,0.0,21573.0,0.0,4314.6,9647.738895720595
84,rollout/ep_rew_mean,68000.0,0.0,0.0,0.0,21726.0,0.0,4345.2,9716.162575832086
85,rollout/ep_rew_mean,68800.0,0.0,0.0,0.0,21703.0,0.0,4340.6,9705.876663135588
86,rollout/ep_rew_mean,69600.0,0.0,0.0,0.0,21627.0,0.0,4325.4,9671.88842987759
87,rollout/ep_rew_mean,70400.0,0.0,0.0,0.0,21693.0,0.0,4338.6,9701.404527180588
88,rollout/ep_rew_mean,71200.0,0.0,0.0,0.0,21453.0,0.0,4290.6,9594.073264260598
89,rollout/ep_rew_mean,72000.0,0.0,0.0,0.0,21481.0,0.0,4296.2,9606.595244934595
90,rollout/ep_rew_mean,72800.0,0.0,0.0,0.0,21672.0,0.0,4334.4,9692.013041675087
91,rollout/ep_rew_mean,73600.0,0.0,0.0,0.0,21774.0,0.0,4354.8,9737.628828416086
92,rollout/ep_rew_mean,74400.0,0.0,0.0,0.0,21417.0,0.0,4283.4,9577.9735748226
93,rollout/ep_rew_mean,75200.0,0.0,0.0,0.0,21334.0,0.0,4266.8,9540.854846396103
94,rollout/ep_rew_mean,76000.0,0.0,0.0,0.0,21373.0,0.0,4274.6,9558.296176620603
95,rollout/ep_rew_mean,76800.0,0.0,0.0,0.0,21462.0,0.0,4292.4,9598.098186620096
96,rollout/ep_rew_mean,77600.0,0.0,0.0,0.0,21702.0,0.0,4340.4,9705.429449540086
97,rollout/ep_rew_mean,78400.0,0.0,0.0,0.0,21820.0,0.0,4364.0,9758.200653809083
98,rollout/ep_rew_mean,79200.0,0.0,0.0,0.0,21867.0,0.0,4373.4,9779.21969279758
